NOEUD_O;NOEUD_D;VL_HCE
9186;9302;0
9186;9303;0
9186;9304;0
9186;9305;0
9186;9306;0
9186;9307;0
9186;9308;0
9186;9309;0
9186;9310;0
9186;9311;0
9186;9312;0
9186;9313;0
9186;9314;0
9186;9315;0
9186;9316;0
9186;9317;0
9186;9318;0
9186;9319;0
9186;9320;0
9186;9321;0
9186;9322;0
9186;9323;0
9186;9324;0
9186;9325;0
9186;9326;0
9186;9327;0
9186;9328;0
9186;9329;0
9186;9330;0
9186;9331;0
9186;9332;0
9186;9333;0
9186;9334;0
9186;9335;0
9186;9336;0
9186;9337;0
9186;9338;0
9186;9339;0
9186;9340;0
9186;9341;0
9186;9342;0
9186;9343;0
9186;9344;0
9186;9345;0
9186;9346;0
9186;9347;0
9186;9348;0
9186;9349;0
9186;9350;0
9186;9351;0
9186;9352;0
9186;9353;0
9186;9354;0
9186;9355;0
9186;9356;0
9186;9357;0
9186;9358;0
9186;9359;0
9186;9360;0
9186;9361;0
9186;9362;0
9186;9363;0
9186;9364;0
9186;9365;0
9186;9366;0
9186;9367;0
9186;9368;0
9186;9369;0
9186;9370;0
9186;9371;0
9186;9372;0
9186;9373;0
9186;9374;0
9186;9375;0
9186;9376;0
9186;9377;0
9186;9378;0
9186;9379;0
9186;9380;0
9186;9381;0
9186;9382;0
9186;9383;0
9186;9384;0
9186;9385;0
9186;9386;0
9186;9387;0
9186;9388;0
9186;9389;0
9186;9390;0
9186;9391;0
9186;9392;0
9186;9393;0
9186;9394;0
9186;9395;0
9186;9396;0
9186;9397;0
9186;9398;0
9186;9399;0
9186;9400;0
9186;9401;0
9186;9402;0
9186;9403;0
9186;9404;0
9186;9405;0
9186;9406;0
9186;9407;0
9186;9408;0
9186;9409;0
9186;9410;0
9186;9411;0
9186;9412;0
9186;9413;0
9186;9414;0
9186;9415;0
9186;9416;0
9186;9417;0
9186;9418;0
9186;9419;0
9186;9420;0
9186;9421;0
9186;9422;0
9186;9423;0
9186;9424;0
9186;9425;0
9186;9426;0
9186;9427;0
9186;9428;0
9186;9429;0
9186;9430;0
9186;9431;0
9186;9432;0
9186;9433;0
9186;9434;0
9186;9435;0
9186;9436;0
9186;9437;0
9186;9439;0
9186;9441;0
9186;9448;0
9186;9449;0
9186;9450;0
9186;9451;0
9186;9452;0
9186;9453;0
9186;9454;0
9186;9455;0
9186;9456;0
9186;9457;0
9186;9458;0
9186;9459;0
9186;9460;0
9186;9461;0
9186;9462;0
9186;9463;0
9186;9464;0
9186;9465;0
9186;9466;0
9186;9467;0
9186;9468;0
9186;9469;0
9186;9470;0
9186;9471;0
9186;9472;0
9186;9473;0
9186;9474;0
9186;9475;0
9186;9476;0
9186;9477;0
9186;9478;0
9186;9479;0
9186;9480;0
9186;9481;0
9186;9482;0
9186;9483;0
9186;9484;0
9186;9485;0
9186;9486;0
9186;9487;0
9186;9488;0
9186;9489;0
9186;9490;0
9186;9491;0
9186;9492;0
9186;9493;0
9186;9494;0
9186;9495;0
9186;9496;0
9186;9497;0
9186;9498;0
9186;9499;0
9186;9500;0
9186;9501;0
9186;9502;0
9186;9503;0
9186;9504;0
9186;9505;0
9186;9506;0
9186;9507;0
9186;9508;0
9186;9509;0
9186;9510;0
9186;9511;0
9186;9512;0
9186;9513;0
9186;9514;0
9186;9515;0
9186;9516;0
9186;9517;0
9186;9518;0
9186;9519;0
9186;9520;0
9186;9521;0
9186;9522;0
9186;9523;0
9186;9524;0
9186;9525;0
9186;9526;0
9186;9527;0
9186;9528;0
9186;9529;0
9186;9530;0
9186;9531;0
9186;9532;0
9186;9533;0
9186;9534;0
9186;9535;0
9186;9536;0
9186;9537;0
9186;9538;0
9186;9539;0
9186;9540;0
9186;9541;0
9186;9542;0
9186;9543;0
9186;9544;0
9186;9545;0
9186;9546;0
9186;9547;0
9186;9548;0
9186;9549;0
9186;9550;0
9186;9551;0
9186;9552;0
9186;9553;0
9186;9554;0
9186;9555;0
9186;9556;0
9186;9557;0
9186;9558;0
9186;9559;0
9186;9560;0
9186;9561;0
9186;9562;0
9186;9563;0
9186;9564;0
9186;9565;0
9186;9566;0
9186;9567;0
9186;9568;0
9186;9569;0
9186;9570;0
9186;9571;0
9186;9572;0
9186;9573;0
9186;9574;0
9186;9575;0
9186;9576;0
9186;9577;0
9186;9578;0
9186;9579;0
9186;9580;0
9186;9581;0
9186;9582;0
9186;9583;0
9186;9584;0
9186;9585;0
9186;9586;0
9186;9587;0
9186;9588;0
9186;9589;0
9186;9590;0
9186;9591;0
9186;9592;0
9186;9593;0
9186;9594;0
9186;9595;0
9186;9596;0
9186;9597;0
9186;9598;0
9186;9599;0
9186;9600;0
9186;9601;0
9186;9602;0
9186;9603;0
9186;9604;0
9186;9605;0
9186;9606;0
9186;9607;0
9186;9608;0
9186;9609;0
9186;9610;0
9186;9611;0
9186;9612;0
9186;9613;0
9186;9614;0
9186;9615;0
9186;9616;0
9186;9617;0
9186;9618;0
9186;9619;0
9186;9620;0
9186;9621;0
9186;9622;0
9186;9623;0
9186;9624;0
9186;9625;0
9186;9626;0
9186;9627;0
9186;9628;0
9186;9629;0
9186;9630;0
9186;9631;0
9186;9632;0
9186;9633;0
9186;9634;0
9186;9635;0
9186;9636;0
9186;9637;0
9186;9638;0
9186;9639;0
9186;9640;0
9186;9641;0
9186;9642;0
9186;9643;0
9186;9644;0
9186;9645;0
9186;9646;0
9186;9647;0
9186;9648;0
9186;9649;0
9186;9650;0
9186;9651;0
9186;9652;0
9186;9653;0
9186;9654;0
9186;9655;0
9186;9656;0
9186;9657;0
9186;9658;0
9186;9659;0
9186;9660;0
9186;9661;0
9186;9662;0
9186;9663;0
9186;9664;0
9186;9665;0
9186;9666;0
9186;9667;0
9186;9668;0
9186;9669;0
9186;9670;0
9186;9671;0
9187;7778;0.02
9187;7800;0.61
9187;7802;0.35
9187;7803;0.12
9187;7805;0
9187;7806;0.15
9187;7809;0.07
9187;7810;0.03
9187;7812;0
9187;7813;0.07
9187;7814;0.01
9187;7815;0.14
9187;7817;0.01
9187;7818;0.74
9187;7819;0.02
9187;7820;0.08
9187;7837;0.06
9187;9065;0
9187;9067;0
9187;9068;0
9187;9071;0
9187;9073;0
9187;9074;0
9187;9075;0
9187;9076;0
9187;9077;0
9187;9078;0
9187;9079;0
9187;9080;0
9187;9081;0
9187;9083;0
9187;9086;0
9187;9090;0
9187;9092;0
9187;9097;0
9187;9098;0
9187;9099;0
9187;9100;0
9187;9103;0
9187;9104;0
9187;9108;0
9187;9109;0
9187;9110;0
9187;9111;0
9187;9115;0
9187;9116;0
9187;9117;0
9187;9118;0
9187;9119;0
9187;9120;0
9187;9121;0
9187;9122;0
9187;9123;0
9187;9124;0
9187;9125;0
9187;9126;0
9187;9127;0
9187;9128;0
9187;9129;0
9187;9130;0
9187;9131;0
9187;9132;0
9187;9133;0
9187;9136;0
9187;9137;0
9187;9139;0
9187;9140;0
9187;9141;0
9187;9147;0
9187;9149;0
9187;9150;0
9187;9151;0
9187;9152;0
9187;9154;0
9187;9155;0
9187;9156;0
9187;9157;0
9187;9159;0
9187;9160;0
9187;9161;0
9187;9162;0
9187;9163;0
9187;9164;0
9187;9165;0
9187;9166;0
9187;9167;0
9187;9168;0
9187;9169;0
9187;9170;0
9187;9171;0
9187;9172;0
9187;9173;0
9187;9174;0
9187;9175;0
9187;9176;0
9187;9177;0
9187;9178;0
9187;9179;0
9187;9180;0
9187;9181;0
9187;9182;0
9187;9183;0
9187;9184;0
9187;9185;0
9187;9186;0
9187;9187;0
9187;9188;0
9187;9189;0
9187;9190;0
9187;9191;0
9187;9192;0
9187;9193;0
9187;9194;0
9187;9195;0
9187;9196;0
9187;9197;0
9187;9198;0
9187;9199;0
9187;9200;0
9187;9202;0
9187;9203;0
9187;9204;0
9187;9205;0
9187;9206;0
9187;9210;0
9187;9211;0
9187;9212;0
9187;9217;0
9187;9224;0
9187;9225;0
9187;9228;0
9187;9229;0
9187;9230;0
9187;9231;0
9187;9232;0
9187;9233;0
9187;9234;0
9187;9236;0
9187;9237;0
9187;9238;0
9187;9239;0
9187;9244;0
9187;9245;0
9187;9246;0
9187;9251;0
9187;9252;0
9187;9255;0
9187;9256;0
9187;9257;0
9187;9258;0
9187;9259;0
9187;9260;0
9187;9261;0
9187;9262;0
9187;9263;0
9187;9264;0
9187;9265;0
9187;9266;0
9187;9267;0
9187;9268;0
9187;9269;0
9187;9270;0
9187;9271;0
9187;9272;0
9187;9273;0
9187;9274;0
9187;9275;0
9187;9276;0
9187;9277;0
9187;9278;0
9187;9279;0
9187;9280;0
9187;9281;0
9187;9282;0
9187;9283;0
9187;9284;0
9187;9285;0
9187;9286;0
9187;9287;0
9187;9288;0
9187;9289;0
9187;9290;0
9187;9291;0
9187;9292;0
9187;9293;0
9187;9294;0
9187;9295;0
9187;9296;0
9187;9297;0
9187;9298;0
9187;9299;0
9187;9300;0
9187;9301;0
9187;9302;0
9187;9303;0
9187;9304;0
9187;9305;0
9187;9306;0
9187;9307;0
9187;9308;0
9187;9309;0
9187;9310;0
9187;9311;0
9187;9312;0
9187;9313;0
9187;9314;0
9187;9315;0
9187;9316;0
9187;9317;0
9187;9318;0
9187;9319;0
9187;9320;0
9187;9321;0
9187;9322;0
9187;9323;0
9187;9324;0
9187;9325;0
9187;9326;0
9187;9327;0
9187;9328;0
9187;9329;0
9187;9330;0
9187;9331;0
9187;9332;0
9187;9333;0
9187;9334;0
9187;9335;0
9187;9336;0
9187;9337;0
9187;9338;0
9187;9339;0
9187;9340;0
9187;9341;0
9187;9342;0
9187;9343;0
9187;9344;0
9187;9345;0
9187;9346;0
9187;9347;0
9187;9348;0
9187;9349;0
9187;9350;0
9187;9351;0
9187;9352;0
9187;9353;0
9187;9354;0
9187;9355;0
9187;9356;0
9187;9357;0
9187;9358;0
9187;9359;0
9187;9360;0
9187;9361;0
9187;9362;0
9187;9363;0
9187;9364;0
9187;9365;0
9187;9366;0
9187;9367;0
9187;9368;0
9187;9369;0
9187;9370;0
9187;9371;0
9187;9372;0
9187;9373;0
9187;9374;0
9187;9375;0
9187;9376;0
9187;9377;0
9187;9378;0
9187;9379;0
9187;9380;0
9187;9381;0
9187;9382;0
9187;9383;0
9187;9384;0
9187;9385;0
9187;9386;0
9187;9387;0
9187;9388;0
9187;9389;0
9187;9390;0
9187;9391;0
9187;9392;0
9187;9393;0
9187;9394;0
9187;9395;0
9187;9396;0
9187;9397;0
9187;9398;0
9187;9399;0
9187;9400;0
9187;9401;0
9187;9402;0
9187;9403;0
9187;9404;0
9187;9405;0
9187;9406;0
9187;9407;0
9187;9408;0
9187;9409;0
9187;9410;0
9187;9411;0
9187;9412;0
9187;9413;0
9187;9414;0
9187;9415;0
9187;9416;0
9187;9417;0
9187;9418;0
9187;9419;0
9187;9420;0
9187;9421;0
9187;9422;0
9187;9423;0
9187;9424;0
9187;9425;0
9187;9426;0
9187;9427;0
9187;9428;0
9187;9429;0
9187;9430;0
9187;9431;0
9187;9432;0
9187;9433;0
9187;9434;0
9187;9435;0
9187;9436;0
9187;9437;0
9187;9439;0
9187;9441;0
9187;9448;0
9187;9449;0
9187;9450;0
9187;9451;0
9187;9452;0
9187;9453;0
9187;9454;0
9187;9455;0
9187;9456;0
9187;9457;0
9187;9458;0
9187;9459;0
9187;9460;0
9187;9461;0
9187;9462;0
9187;9463;0
9187;9464;0
9187;9465;0
9187;9466;0
9187;9467;0
9187;9468;0
9187;9469;0
9187;9470;0
9187;9471;0
9187;9472;0
9187;9473;0
9187;9474;0
9187;9475;0
9187;9476;0
9187;9477;0
9187;9478;0
9187;9479;0
9187;9480;0
9187;9481;0
9187;9482;0
9187;9483;0
9187;9484;0
9187;9485;0
9187;9486;0
9187;9487;0
9187;9488;0
9187;9489;0
9187;9490;0
9187;9491;0
9187;9492;0
9187;9493;0
9187;9494;0
9187;9495;0
9187;9496;0
9187;9497;0
9187;9498;0
9187;9499;0
9187;9500;0
9187;9501;0
9187;9502;0
9187;9503;0
9187;9504;0
9187;9505;0
9187;9506;0
9187;9507;0
9187;9508;0
9187;9509;0
9187;9510;0
9187;9511;0
9187;9512;0
9187;9513;0
9187;9514;0
9187;9515;0
9187;9516;0
9187;9517;0
9187;9518;0
9187;9519;0
9187;9520;0
9187;9521;0
9187;9522;0
9187;9523;0
9187;9524;0
9187;9525;0
9187;9526;0
9187;9527;0
9187;9528;0
9187;9529;0
9187;9530;0
9187;9531;0
9187;9532;0
9187;9533;0
9187;9534;0
9187;9535;0
9187;9536;0
9187;9537;0
9187;9538;0
9187;9539;0
9187;9540;0
9187;9541;0
9187;9542;0
9187;9543;0
9187;9544;0
9187;9545;0
9187;9546;0
9187;9547;0
9187;9548;0
9187;9549;0
9187;9550;0
9187;9551;0
9187;9552;0
9187;9553;0
9187;9554;0
9187;9555;0
9187;9556;0
9187;9557;0
9187;9558;0
9187;9559;0
9187;9560;0
9187;9561;0
9187;9562;0
9187;9563;0
9187;9564;0
9187;9565;0
9187;9566;0
9187;9567;0
9187;9568;0
9187;9569;0
9187;9570;0
9187;9571;0
9187;9572;0
9187;9573;0
9187;9574;0
9187;9575;0
9187;9576;0
9187;9577;0
9187;9578;0
9187;9579;0
9187;9580;0
9187;9581;0
9187;9582;0
9187;9583;0
9187;9584;0
9187;9585;0
9187;9586;0
9187;9587;0
9187;9588;0
9187;9589;0
9187;9590;0
9187;9591;0
9187;9592;0
9187;9593;0
9187;9594;0
9187;9595;0
9187;9596;0
9187;9597;0
9187;9598;0
9187;9599;0
9187;9600;0
9187;9601;0
9187;9602;0
9187;9603;0
9187;9604;0
9187;9605;0
9187;9606;0
9187;9607;0
9187;9608;0
9187;9609;0
9187;9610;0
9187;9611;0
9187;9612;0
9187;9613;0
9187;9614;0
9187;9615;0
9187;9616;0
9187;9617;0
9187;9618;0
9187;9619;0
9187;9620;0
9187;9621;0
9187;9622;0
9187;9623;0
9187;9624;0
9187;9625;0
9187;9626;0
9187;9627;0
9187;9628;0
9187;9629;0
9187;9630;0
9187;9631;0
9187;9632;0
9187;9633;0
9187;9634;0
9187;9635;0
9187;9636;0
9187;9637;0
9187;9638;0
9187;9639;0
9187;9640;0
9187;9641;0
9187;9642;0
9187;9643;0
9187;9644;0
9187;9645;0
9187;9646;0
9187;9647;0
9187;9648;0
9187;9649;0
9187;9650;0
9187;9651;0
9187;9652;0
9187;9653;0
9187;9654;0
9187;9655;0
9187;9656;0
9187;9657;0
9187;9658;0
9187;9659;0
9187;9660;0
9187;9661;0
9187;9662;0
9187;9663;0
9187;9664;0
9187;9665;0
9187;9666;0
9187;9667;0
9187;9668;0
9187;9669;0
9187;9670;0
9187;9671;0
9188;7778;0.78
9188;7800;0.53
9188;7802;0.45
9188;7803;0
9188;7805;0
9188;7806;0.29
9188;7809;0.09
9188;7810;0.56
9188;7812;0.19
9188;7813;0.26
9188;7814;0.22
9188;7815;0.46
9188;7817;0.14
9188;7818;0
9188;7819;0.53
9188;7820;0.05
9188;7837;1.37
9188;9065;0
9188;9067;0
9188;9068;0
9188;9071;0
9188;9073;0
9188;9074;0
9188;9075;0
9188;9076;0
9188;9077;0
9188;9078;0
9188;9079;0
9188;9080;0
9188;9081;0
9188;9083;0
9188;9086;0
9188;9090;0
9188;9092;0
9188;9097;0
9188;9098;0
9188;9099;0
9188;9100;0
9188;9103;0
9188;9104;0
9188;9108;0
9188;9109;0
9188;9110;0
9188;9111;0
9188;9115;0
9188;9116;0
9188;9117;0
9188;9118;0
9188;9119;0
9188;9120;0
9188;9121;0
9188;9122;0
9188;9123;0
9188;9124;0
9188;9125;0
9188;9126;0
9188;9127;0
9188;9128;0
9188;9129;0
9188;9130;0
9188;9131;0
9188;9132;0
9188;9133;0
9188;9136;0
9188;9137;0
9188;9139;0
9188;9140;0
9188;9141;0
9188;9147;0
9188;9149;0
9188;9150;0
9188;9151;0
9188;9152;0
9188;9154;0
9188;9155;0
9188;9156;0
9188;9157;0
9188;9159;0
9188;9160;0
9188;9161;0
9188;9162;0
9188;9163;0
9188;9164;0
9188;9165;0
9188;9166;0
9188;9167;0
9188;9168;0
9188;9169;0
9188;9170;0
9188;9171;0
9188;9172;0
9188;9173;0
9188;9174;0
9188;9175;0
9188;9176;0
9188;9177;0
9188;9178;0
9188;9179;0
9188;9180;0
9188;9181;0
9188;9182;0
9188;9183;0
9188;9184;0
9188;9185;0
9188;9186;0
9188;9187;0
9188;9188;0
9188;9189;0
9188;9190;0
9188;9191;0
9188;9192;0
9188;9193;0
9188;9194;0
9188;9195;0
9188;9196;0
9188;9197;0
9188;9198;0
9188;9199;0
9188;9200;0
9188;9202;0
9188;9203;0
9188;9204;0
9188;9205;0
9188;9206;0
9188;9210;0
9188;9211;0
9188;9212;0
9188;9217;0
9188;9224;0
9188;9225;0
9188;9228;0
9188;9229;0
9188;9230;0
9188;9231;0
9188;9232;0
9188;9233;0
9188;9234;0
9188;9236;0
9188;9237;0
9188;9238;0
9188;9239;0
9188;9244;0
9188;9245;0
9188;9246;0
9188;9251;0
9188;9252;0
9188;9255;0
9188;9256;0
9188;9257;0
9188;9258;0
9188;9259;0
9188;9260;0
9188;9261;0
9188;9262;0
9188;9263;0
9188;9264;0
9188;9265;0
9188;9266;0
9188;9267;0
9188;9268;0
9188;9269;0
9188;9270;0
9188;9271;0
9188;9272;0
9188;9273;0
9188;9274;0
9188;9275;0
9188;9276;0
9188;9277;0
9188;9278;0
9188;9279;0
9188;9280;0
9188;9281;0
9188;9282;0
9188;9283;0
9188;9284;0
9188;9285;0
9188;9286;0
9188;9287;0
9188;9288;0
9188;9289;0
9188;9290;0
9188;9291;0
9188;9292;0
9188;9293;0
9188;9294;0
9188;9295;0
9188;9296;0
9188;9297;0
9188;9298;0
9188;9299;0
9188;9300;0
9188;9301;0
9188;9302;0
9188;9303;0
9188;9304;0
9188;9305;0
9188;9306;0
9188;9307;0
9188;9308;0
9188;9309;0
9188;9310;0
9188;9311;0
9188;9312;0
9188;9313;0
9188;9314;0
9188;9315;0
9188;9316;0
9188;9317;0
9188;9318;0
9188;9319;0
9188;9320;0
9188;9321;0
9188;9322;0
9188;9323;0
9188;9324;0
9188;9325;0
9188;9326;0
9188;9327;0
9188;9328;0
9188;9329;0
9188;9330;0
9188;9331;0
9188;9332;0
9188;9333;0
9188;9334;0
9188;9335;0
9188;9336;0
9188;9337;0
9188;9338;0
9188;9339;0
9188;9340;0
9188;9341;0
9188;9342;0
9188;9343;0
9188;9344;0
9188;9345;0
9188;9346;0
9188;9347;0
9188;9348;0
9188;9349;0
9188;9350;0
9188;9351;0
9188;9352;0
9188;9353;0
9188;9354;0
9188;9355;0
9188;9356;0
9188;9357;0
9188;9358;0
9188;9359;0
9188;9360;0
9188;9361;0
9188;9362;0
9188;9363;0
9188;9364;0
9188;9365;0
9188;9366;0
9188;9367;0
9188;9368;0
9188;9369;0
9188;9370;0
9188;9371;0
9188;9372;0
9188;9373;0
9188;9374;0
9188;9375;0
9188;9376;0
9188;9377;0
9188;9378;0
9188;9379;0
9188;9380;0
9188;9381;0
9188;9382;0
9188;9383;0
9188;9384;0
9188;9385;0
9188;9386;0
9188;9387;0
9188;9388;0
9188;9389;0
9188;9390;0
9188;9391;0
9188;9392;0
9188;9393;0
9188;9394;0
9188;9395;0
9188;9396;0
9188;9397;0
9188;9398;0
9188;9399;0
9188;9400;0
9188;9401;0
9188;9402;0
9188;9403;0
9188;9404;0
9188;9405;0
9188;9406;0
9188;9407;0
9188;9408;0
9188;9409;0
9188;9410;0
9188;9411;0
9188;9412;0
9188;9413;0
9188;9414;0
9188;9415;0
9188;9416;0
9188;9417;0
9188;9418;0
9188;9419;0
9188;9420;0
9188;9421;0
9188;9422;0
9188;9423;0
9188;9424;0
9188;9425;0
9188;9426;0
9188;9427;0
9188;9428;0
9188;9429;0
9188;9430;0
9188;9431;0
9188;9432;0
9188;9433;0
9188;9434;0
9188;9435;0
9188;9436;0
9188;9437;0
9188;9439;0
9188;9441;0
9188;9448;0
9188;9449;0
9188;9450;0
9188;9451;0
9188;9452;0
9188;9453;0
9188;9454;0
9188;9455;0
9188;9456;0
9188;9457;0
9188;9458;0
9188;9459;0
9188;9460;0
9188;9461;0
9188;9462;0
9188;9463;0
9188;9464;0
9188;9465;0
9188;9466;0
9188;9467;0
9188;9468;0
9188;9469;0
9188;9470;0
9188;9471;0
9188;9472;0
9188;9473;0
9188;9474;0
9188;9475;0
9188;9476;0
9188;9477;0
9188;9478;0
9188;9479;0
9188;9480;0
9188;9481;0
9188;9482;0
9188;9483;0
9188;9484;0
9188;9485;0
9188;9486;0
9188;9487;0
9188;9488;0
9188;9489;0
9188;9490;0
9188;9491;0
9188;9492;0
9188;9493;0
9188;9494;0
9188;9495;0
9188;9496;0
9188;9497;0
9188;9498;0
9188;9499;0
9188;9500;0
9188;9501;0
9188;9502;0
9188;9503;0
9188;9504;0
9188;9505;0
9188;9506;0
9188;9507;0
9188;9508;0
9188;9509;0
9188;9510;0
9188;9511;0
9188;9512;0
9188;9513;0
9188;9514;0
9188;9515;0
9188;9516;0
9188;9517;0
9188;9518;0
9188;9519;0
9188;9520;0
9188;9521;0
9188;9522;0
9188;9523;0
9188;9524;0
9188;9525;0
9188;9526;0
9188;9527;0
9188;9528;0
9188;9529;0
9188;9530;0
9188;9531;0
9188;9532;0
9188;9533;0
9188;9534;0
9188;9535;0
9188;9536;0
9188;9537;0
9188;9538;0
9188;9539;0
9188;9540;0
9188;9541;0
9188;9542;0
9188;9543;0
9188;9544;0
9188;9545;0
9188;9546;0
9188;9547;0
9188;9548;0
9188;9549;0
9188;9550;0
9188;9551;0
9188;9552;0
9188;9553;0
9188;9554;0
9188;9555;0
9188;9556;0
9188;9557;0
9188;9558;0
9188;9559;0
9188;9560;0
9188;9561;0
9188;9562;0
9188;9563;0
9188;9564;0
9188;9565;0
9188;9566;0
9188;9567;0
9188;9568;0
9188;9569;0
9188;9570;0
9188;9571;0
9188;9572;0
9188;9573;0
9188;9574;0
9188;9575;0
9188;9576;0
9188;9577;0
9188;9578;0
9188;9579;0
9188;9580;0
9188;9581;0
9188;9582;0
9188;9583;0
9188;9584;0
9188;9585;0
9188;9586;0
9188;9587;0
9188;9588;0
9188;9589;0
9188;9590;0
9188;9591;0
9188;9592;0
9188;9593;0
9188;9594;0
9188;9595;0
9188;9596;0
9188;9597;0
9188;9598;0
9188;9599;0
9188;9600;0
9188;9601;0
9188;9602;0
9188;9603;0
9188;9604;0
9188;9605;0
9188;9606;0
9188;9607;0
9188;9608;0
9188;9609;0
9188;9610;0
9188;9611;0
9188;9612;0
9188;9613;0
9188;9614;0
9188;9615;0
9188;9616;0
9188;9617;0
9188;9618;0
9188;9619;0
9188;9620;0
9188;9621;0
9188;9622;0
9188;9623;0
9188;9624;0
9188;9625;0
9188;9626;0
9188;9627;0
9188;9628;0
9188;9629;0
9188;9630;0
9188;9631;0
9188;9632;0
9188;9633;0
9188;9634;0
9188;9635;0
9188;9636;0
9188;9637;0
9188;9638;0
9188;9639;0
9188;9640;0
9188;9641;0
9188;9642;0
9188;9643;0
9188;9644;0
9188;9645;0
9188;9646;0
9188;9647;0
9188;9648;0
9188;9649;0
9188;9650;0
9188;9651;0
9188;9652;0
9188;9653;0
9188;9654;0
9188;9655;0
9188;9656;0
9188;9657;0
9188;9658;0
9188;9659;0
9188;9660;0
9188;9661;0
9188;9662;0
9188;9663;0
9188;9664;0
9188;9665;0
9188;9666;0
9188;9667;0
9188;9668;0
9188;9669;0
9188;9670;0
9188;9671;0
9189;7778;0.2
9189;7800;0.13
9189;7802;0.11
9189;7803;0
9189;7805;0
9189;7806;0.07
9189;7809;0.02
9189;7810;0.14
9189;7812;0.05
9189;7813;0.07
9189;7814;0.06
9189;7815;0.12
9189;7817;0.03
9189;7818;0
9189;7819;0.13
9189;7820;0.01
9189;7837;0.34
9189;9065;0
9189;9067;0
9189;9068;0
9189;9071;0
9189;9073;0
9189;9074;0
9189;9075;0
9189;9076;0
9189;9077;0
9189;9078;0
9189;9079;0
9189;9080;0
9189;9081;0
9189;9083;0
9189;9086;0
9189;9090;0
9189;9092;0
9189;9097;0
9189;9098;0
9189;9099;0
9189;9100;0
9189;9103;0
9189;9104;0
9189;9108;0
9189;9109;0
9189;9110;0
9189;9111;0
9189;9115;0
9189;9116;0
9189;9117;0
9189;9118;0
9189;9119;0
9189;9120;0
9189;9121;0
9189;9122;0
9189;9123;0
9189;9124;0
9189;9125;0
9189;9126;0
9189;9127;0
9189;9128;0
9189;9129;0
9189;9130;0
9189;9131;0
9189;9132;0
9189;9133;0
9189;9136;0
9189;9137;0
9189;9139;0
9189;9140;0
9189;9141;0
9189;9147;0
9189;9149;0
9189;9150;0
9189;9151;0
9189;9152;0
9189;9154;0
9189;9155;0
9189;9156;0
9189;9157;0
9189;9159;0
9189;9160;0
9189;9161;0
9189;9162;0
9189;9163;0
9189;9164;0
9189;9165;0
9189;9166;0
9189;9167;0
9189;9168;0
9189;9169;0
9189;9170;0
9189;9171;0
9189;9172;0
9189;9173;0
9189;9174;0
9189;9175;0
9189;9176;0
9189;9177;0
9189;9178;0
9189;9179;0
9189;9180;0
9189;9181;0
9189;9182;0
9189;9183;0
9189;9184;0
9189;9185;0
9189;9186;0
9189;9187;0
9189;9188;0
9189;9189;0
9189;9190;0
9189;9191;0
9189;9192;0
9189;9193;0
9189;9194;0
9189;9195;0
9189;9196;0
9189;9197;0
9189;9198;0
9189;9199;0
9189;9200;0
9189;9202;0
9189;9203;0
9189;9204;0
9189;9205;0
9189;9206;0
9189;9210;0
9189;9211;0
9189;9212;0
9189;9217;0
9189;9224;0
9189;9225;0
9189;9228;0
9189;9229;0
9189;9230;0
9189;9231;0
9189;9232;0
9189;9233;0
9189;9234;0
9189;9236;0
9189;9237;0
9189;9238;0
9189;9239;0
9189;9244;0
9189;9245;0
9189;9246;0
9189;9251;0
9189;9252;0
9189;9255;0
9189;9256;0
9189;9257;0
9189;9258;0
9189;9259;0
9189;9260;0
9189;9261;0
9189;9262;0
9189;9263;0
9189;9264;0
9189;9265;0
9189;9266;0
9189;9267;0
9189;9268;0
9189;9269;0
9189;9270;0
9189;9271;0
9189;9272;0
9189;9273;0
9189;9274;0
9189;9275;0
9189;9276;0
9189;9277;0
9189;9278;0
9189;9279;0
9189;9280;0
9189;9281;0
9189;9282;0
9189;9283;0
9189;9284;0
9189;9285;0
9189;9286;0
9189;9287;0
9189;9288;0
9189;9289;0
9189;9290;0
9189;9291;0
9189;9292;0
9189;9293;0
9189;9294;0
9189;9295;0
9189;9296;0
9189;9297;0
9189;9298;0
9189;9299;0
9189;9300;0
9189;9301;0
9189;9302;0
9189;9303;0
9189;9304;0
9189;9305;0
9189;9306;0
9189;9307;0
9189;9308;0
9189;9309;0
9189;9310;0
9189;9311;0
9189;9312;0
9189;9313;0
9189;9314;0
9189;9315;0
9189;9316;0
9189;9317;0
9189;9318;0
9189;9319;0
9189;9320;0
9189;9321;0
9189;9322;0
9189;9323;0
9189;9324;0
9189;9325;0
9189;9326;0
9189;9327;0
9189;9328;0
9189;9329;0
9189;9330;0
9189;9331;0
9189;9332;0
9189;9333;0
9189;9334;0
9189;9335;0
9189;9336;0
9189;9337;0
9189;9338;0
9189;9339;0
9189;9340;0
9189;9341;0
9189;9342;0
9189;9343;0
9189;9344;0
9189;9345;0
9189;9346;0
9189;9347;0
9189;9348;0
9189;9349;0
9189;9350;0
9189;9351;0
9189;9352;0
9189;9353;0
9189;9354;0
9189;9355;0
9189;9356;0
9189;9357;0
9189;9358;0
9189;9359;0
9189;9360;0
9189;9361;0
9189;9362;0
9189;9363;0
9189;9364;0
9189;9365;0
9189;9366;0
9189;9367;0
9189;9368;0
9189;9369;0
9189;9370;0
9189;9371;0
9189;9372;0
