NOEUD_O;NOEUD_D;VL_HCE
9461;9559;0
9461;9560;0
9461;9561;0
9461;9562;0
9461;9563;0
9461;9564;0
9461;9565;0
9461;9566;0
9461;9567;0
9461;9568;0
9461;9569;0
9461;9570;0
9461;9571;0
9461;9572;0
9461;9573;0
9461;9574;0
9461;9575;0
9461;9576;0
9461;9577;0
9461;9578;0
9461;9579;0
9461;9580;0
9461;9581;0
9461;9582;0
9461;9583;0
9461;9584;0
9461;9585;0
9461;9586;0
9461;9587;0
9461;9588;0
9461;9589;0
9461;9590;0
9461;9591;0
9461;9592;0
9461;9593;0
9461;9594;0
9461;9595;0
9461;9596;0
9461;9597;0
9461;9598;0
9461;9599;0
9461;9600;0
9461;9601;0
9461;9602;0
9461;9603;0
9461;9604;0
9461;9605;0
9461;9606;0
9461;9607;0
9461;9608;0
9461;9609;0
9461;9610;0
9461;9611;0
9461;9612;0
9461;9613;0
9461;9614;0
9461;9615;0
9461;9616;0
9461;9617;0
9461;9618;0
9461;9619;0
9461;9620;0
9461;9621;0
9461;9622;0
9461;9623;0
9461;9624;0
9461;9625;0
9461;9626;0
9461;9627;0
9461;9628;0
9461;9629;0
9461;9630;0
9461;9631;0
9461;9632;0
9461;9633;0
9461;9634;0
9461;9635;0
9461;9636;0
9461;9637;0
9461;9638;0
9461;9639;0
9461;9640;0
9461;9641;0
9461;9642;0
9461;9643;0
9461;9644;0
9461;9645;0
9461;9646;0
9461;9647;0
9461;9648;0
9461;9649;0
9461;9650;0
9461;9651;0
9461;9652;0
9461;9653;0
9461;9654;0
9461;9655;0
9461;9656;0
9461;9657;0
9461;9658;0
9461;9659;0
9461;9660;0
9461;9661;0
9461;9662;0
9461;9663;0
9461;9664;0
9461;9665;0
9461;9666;0
9461;9667;0
9461;9668;0
9461;9669;0
9461;9670;0
9461;9671;0
9462;7778;2.57
9462;7800;1.52
9462;7802;0.76
9462;7803;0
9462;7805;0
9462;7806;1.13
9462;7809;0.57
9462;7810;0.15
9462;7812;0.19
9462;7813;1.64
9462;7814;0.27
9462;7815;0.33
9462;7817;0.46
9462;7818;0.15
9462;7819;0.2
9462;7820;0.83
9462;7837;2.63
9462;9065;0
9462;9067;0
9462;9068;0
9462;9071;0
9462;9073;0
9462;9074;0
9462;9075;0
9462;9076;0
9462;9077;0
9462;9078;0
9462;9079;0
9462;9080;0
9462;9081;0
9462;9083;0
9462;9086;0
9462;9090;0
9462;9092;0
9462;9097;0
9462;9098;0
9462;9099;0
9462;9100;0
9462;9103;0
9462;9104;0
9462;9108;0
9462;9109;0
9462;9110;0
9462;9111;0
9462;9115;0
9462;9116;0
9462;9117;0
9462;9118;0
9462;9119;0
9462;9120;0
9462;9121;0
9462;9122;0
9462;9123;0
9462;9124;0
9462;9125;0
9462;9126;0
9462;9127;0
9462;9128;0
9462;9129;0
9462;9130;0
9462;9131;0
9462;9132;0
9462;9133;0
9462;9136;0
9462;9137;0
9462;9139;0
9462;9140;0
9462;9141;0
9462;9147;0
9462;9149;0
9462;9150;0
9462;9151;0
9462;9152;0
9462;9154;0
9462;9155;0
9462;9156;0
9462;9157;0
9462;9159;0
9462;9160;0
9462;9161;0
9462;9162;0
9462;9163;0
9462;9164;0
9462;9165;0
9462;9166;0
9462;9167;0
9462;9168;0
9462;9169;0
9462;9170;0
9462;9171;0
9462;9172;0
9462;9173;0
9462;9174;0
9462;9175;0
9462;9176;0
9462;9177;0
9462;9178;0
9462;9179;0
9462;9180;0
9462;9181;0
9462;9182;0
9462;9183;0
9462;9184;0
9462;9185;0
9462;9186;0
9462;9187;0
9462;9188;0
9462;9189;0
9462;9190;0
9462;9191;0
9462;9192;0
9462;9193;0
9462;9194;0
9462;9195;0
9462;9196;0
9462;9197;0
9462;9198;0
9462;9199;0
9462;9200;0
9462;9202;0
9462;9203;0
9462;9204;0
9462;9205;0
9462;9206;0
9462;9210;0
9462;9211;0
9462;9212;0
9462;9217;0
9462;9224;0
9462;9225;0
9462;9228;0
9462;9229;0
9462;9230;0
9462;9231;0
9462;9232;0
9462;9233;0
9462;9234;0
9462;9236;0
9462;9237;0
9462;9238;0
9462;9239;0
9462;9244;0
9462;9245;0
9462;9246;0
9462;9251;0
9462;9252;0
9462;9255;0
9462;9256;0
9462;9257;0
9462;9258;0
9462;9259;0
9462;9260;0
9462;9261;0
9462;9262;0
9462;9263;0
9462;9264;0
9462;9265;0
9462;9266;0
9462;9267;0
9462;9268;0
9462;9269;0
9462;9270;0
9462;9271;0
9462;9272;0
9462;9273;0
9462;9274;0
9462;9275;0
9462;9276;0
9462;9277;0
9462;9278;0
9462;9279;0
9462;9280;0
9462;9281;0
9462;9282;0
9462;9283;0
9462;9284;0
9462;9285;0
9462;9286;0
9462;9287;0
9462;9288;0
9462;9289;0
9462;9290;0
9462;9291;0
9462;9292;0
9462;9293;0
9462;9294;0
9462;9295;0
9462;9296;0
9462;9297;0
9462;9298;0
9462;9299;0
9462;9300;0
9462;9301;0
9462;9302;0
9462;9303;0
9462;9304;0
9462;9305;0
9462;9306;0
9462;9307;0
9462;9308;0
9462;9309;0
9462;9310;0
9462;9311;0
9462;9312;0
9462;9313;0
9462;9314;0
9462;9315;0
9462;9316;0
9462;9317;0
9462;9318;0
9462;9319;0
9462;9320;0
9462;9321;0
9462;9322;0
9462;9323;0
9462;9324;0
9462;9325;0
9462;9326;0
9462;9327;0
9462;9328;0
9462;9329;0
9462;9330;0
9462;9331;0
9462;9332;0
9462;9333;0
9462;9334;0
9462;9335;0
9462;9336;0
9462;9337;0
9462;9338;0
9462;9339;0
9462;9340;0
9462;9341;0
9462;9342;0
9462;9343;0
9462;9344;0
9462;9345;0
9462;9346;0
9462;9347;0
9462;9348;0
9462;9349;0
9462;9350;0
9462;9351;0
9462;9352;0
9462;9353;0
9462;9354;0
9462;9355;0
9462;9356;0
9462;9357;0
9462;9358;0
9462;9359;0
9462;9360;0
9462;9361;0
9462;9362;0
9462;9363;0
9462;9364;0
9462;9365;0
9462;9366;0
9462;9367;0
9462;9368;0
9462;9369;0
9462;9370;0
9462;9371;0
9462;9372;0
9462;9373;0
9462;9374;0
9462;9375;0
9462;9376;0
9462;9377;0
9462;9378;0
9462;9379;0
9462;9380;0
9462;9381;0
9462;9382;0
9462;9383;0
9462;9384;0
9462;9385;0
9462;9386;0
9462;9387;0
9462;9388;0
9462;9389;0
9462;9390;0
9462;9391;0
9462;9392;0
9462;9393;0
9462;9394;0
9462;9395;0
9462;9396;0
9462;9397;0
9462;9398;0
9462;9399;0
9462;9400;0
9462;9401;0
9462;9402;0
9462;9403;0
9462;9404;0
9462;9405;0
9462;9406;0
9462;9407;0
9462;9408;0
9462;9409;0
9462;9410;0
9462;9411;0
9462;9412;0
9462;9413;0
9462;9414;0
9462;9415;0
9462;9416;0
9462;9417;0
9462;9418;0
9462;9419;0
9462;9420;0
9462;9421;0
9462;9422;0
9462;9423;0
9462;9424;0
9462;9425;0
9462;9426;0
9462;9427;0
9462;9428;0
9462;9429;0
9462;9430;0
9462;9431;0
9462;9432;0
9462;9433;0
9462;9434;0
9462;9435;0
9462;9436;0
9462;9437;0
9462;9439;0
9462;9441;0
9462;9448;0
9462;9449;0
9462;9450;0
9462;9451;0
9462;9452;0
9462;9453;0
9462;9454;0
9462;9455;0
9462;9456;0
9462;9457;0
9462;9458;0
9462;9459;0
9462;9460;0
9462;9461;0
9462;9462;0
9462;9463;0
9462;9464;0
9462;9465;0
9462;9466;0
9462;9467;0
9462;9468;0
9462;9469;0
9462;9470;0
9462;9471;0
9462;9472;0
9462;9473;0
9462;9474;0
9462;9475;0
9462;9476;0
9462;9477;0
9462;9478;0
9462;9479;0
9462;9480;0
9462;9481;0
9462;9482;0
9462;9483;0
9462;9484;0
9462;9485;0
9462;9486;0
9462;9487;0
9462;9488;0
9462;9489;0
9462;9490;0
9462;9491;0
9462;9492;0
9462;9493;0
9462;9494;0
9462;9495;0
9462;9496;0
9462;9497;0
9462;9498;0
9462;9499;0
9462;9500;0
9462;9501;0
9462;9502;0
9462;9503;0
9462;9504;0
9462;9505;0
9462;9506;0
9462;9507;0
9462;9508;0
9462;9509;0
9462;9510;0
9462;9511;0
9462;9512;0
9462;9513;0
9462;9514;0
9462;9515;0
9462;9516;0
9462;9517;0
9462;9518;0
9462;9519;0
9462;9520;0
9462;9521;0
9462;9522;0
9462;9523;0
9462;9524;0
9462;9525;0
9462;9526;0
9462;9527;0
9462;9528;0
9462;9529;0
9462;9530;0
9462;9531;0
9462;9532;0
9462;9533;0
9462;9534;0
9462;9535;0
9462;9536;0
9462;9537;0
9462;9538;0
9462;9539;0
9462;9540;0
9462;9541;0
9462;9542;0
9462;9543;0
9462;9544;0
9462;9545;0
9462;9546;0
9462;9547;0
9462;9548;0
9462;9549;0
9462;9550;0
9462;9551;0
9462;9552;0
9462;9553;0
9462;9554;0
9462;9555;0
9462;9556;0
9462;9557;0
9462;9558;0
9462;9559;0
9462;9560;0
9462;9561;0
9462;9562;0
9462;9563;0
9462;9564;0
9462;9565;0
9462;9566;0
9462;9567;0
9462;9568;0
9462;9569;0
9462;9570;0
9462;9571;0
9462;9572;0
9462;9573;0
9462;9574;0
9462;9575;0
9462;9576;0
9462;9577;0
9462;9578;0
9462;9579;0
9462;9580;0
9462;9581;0
9462;9582;0
9462;9583;0
9462;9584;0
9462;9585;0
9462;9586;0
9462;9587;0
9462;9588;0
9462;9589;0
9462;9590;0
9462;9591;0
9462;9592;0
9462;9593;0
9462;9594;0
9462;9595;0
9462;9596;0
9462;9597;0
9462;9598;0
9462;9599;0
9462;9600;0
9462;9601;0
9462;9602;0
9462;9603;0
9462;9604;0
9462;9605;0
9462;9606;0
9462;9607;0
9462;9608;0
9462;9609;0
9462;9610;0
9462;9611;0
9462;9612;0
9462;9613;0
9462;9614;0
9462;9615;0
9462;9616;0
9462;9617;0
9462;9618;0
9462;9619;0
9462;9620;0
9462;9621;0
9462;9622;0
9462;9623;0
9462;9624;0
9462;9625;0
9462;9626;0
9462;9627;0
9462;9628;0
9462;9629;0
9462;9630;0
9462;9631;0
9462;9632;0
9462;9633;0
9462;9634;0
9462;9635;0
9462;9636;0
9462;9637;0
9462;9638;0
9462;9639;0
9462;9640;0
9462;9641;0
9462;9642;0
9462;9643;0
9462;9644;0
9462;9645;0
9462;9646;0
9462;9647;0
9462;9648;0
9462;9649;0
9462;9650;0
9462;9651;0
9462;9652;0
9462;9653;0
9462;9654;0
9462;9655;0
9462;9656;0
9462;9657;0
9462;9658;0
9462;9659;0
9462;9660;0
9462;9661;0
9462;9662;0
9462;9663;0
9462;9664;0
9462;9665;0
9462;9666;0
9462;9667;0
9462;9668;0
9462;9669;0
9462;9670;0
9462;9671;0
9463;7778;1.82
9463;7800;1.07
9463;7802;0.54
9463;7803;0
9463;7805;0
9463;7806;0.8
9463;7809;0.41
9463;7810;0.11
9463;7812;0.13
9463;7813;1.16
9463;7814;0.19
9463;7815;0.24
9463;7817;0.33
9463;7818;0.11
9463;7819;0.14
9463;7820;0.58
9463;7837;1.86
9463;9065;0
9463;9067;0
9463;9068;0
9463;9071;0
9463;9073;0
9463;9074;0
9463;9075;0
9463;9076;0
9463;9077;0
9463;9078;0
9463;9079;0
9463;9080;0
9463;9081;0
9463;9083;0
9463;9086;0
9463;9090;0
9463;9092;0
9463;9097;0
9463;9098;0
9463;9099;0
9463;9100;0
9463;9103;0
9463;9104;0
9463;9108;0
9463;9109;0
9463;9110;0
9463;9111;0
9463;9115;0
9463;9116;0
9463;9117;0
9463;9118;0
9463;9119;0
9463;9120;0
9463;9121;0
9463;9122;0
9463;9123;0
9463;9124;0
9463;9125;0
9463;9126;0
9463;9127;0
9463;9128;0
9463;9129;0
9463;9130;0
9463;9131;0
9463;9132;0
9463;9133;0
9463;9136;0
9463;9137;0
9463;9139;0
9463;9140;0
9463;9141;0
9463;9147;0
9463;9149;0
9463;9150;0
9463;9151;0
9463;9152;0
9463;9154;0
9463;9155;0
9463;9156;0
9463;9157;0
9463;9159;0
9463;9160;0
9463;9161;0
9463;9162;0
9463;9163;0
9463;9164;0
9463;9165;0
9463;9166;0
9463;9167;0
9463;9168;0
9463;9169;0
9463;9170;0
9463;9171;0
9463;9172;0
9463;9173;0
9463;9174;0
9463;9175;0
9463;9176;0
9463;9177;0
9463;9178;0
9463;9179;0
9463;9180;0
9463;9181;0
9463;9182;0
9463;9183;0
9463;9184;0
9463;9185;0
9463;9186;0
9463;9187;0
9463;9188;0
9463;9189;0
9463;9190;0
9463;9191;0
9463;9192;0
9463;9193;0
9463;9194;0
9463;9195;0
9463;9196;0
9463;9197;0
9463;9198;0
9463;9199;0
9463;9200;0
9463;9202;0
9463;9203;0
9463;9204;0
9463;9205;0
9463;9206;0
9463;9210;0
9463;9211;0
9463;9212;0
9463;9217;0
9463;9224;0
9463;9225;0
9463;9228;0
9463;9229;0
9463;9230;0
9463;9231;0
9463;9232;0
9463;9233;0
9463;9234;0
9463;9236;0
9463;9237;0
9463;9238;0
9463;9239;0
9463;9244;0
9463;9245;0
9463;9246;0
9463;9251;0
9463;9252;0
9463;9255;0
9463;9256;0
9463;9257;0
9463;9258;0
9463;9259;0
9463;9260;0
9463;9261;0
9463;9262;0
9463;9263;0
9463;9264;0
9463;9265;0
9463;9266;0
9463;9267;0
9463;9268;0
9463;9269;0
9463;9270;0
9463;9271;0
9463;9272;0
9463;9273;0
9463;9274;0
9463;9275;0
9463;9276;0
9463;9277;0
9463;9278;0
9463;9279;0
9463;9280;0
9463;9281;0
9463;9282;0
9463;9283;0
9463;9284;0
9463;9285;0
9463;9286;0
9463;9287;0
9463;9288;0
9463;9289;0
9463;9290;0
9463;9291;0
9463;9292;0
9463;9293;0
9463;9294;0
9463;9295;0
9463;9296;0
9463;9297;0
9463;9298;0
9463;9299;0
9463;9300;0
9463;9301;0
9463;9302;0
9463;9303;0
9463;9304;0
9463;9305;0
9463;9306;0
9463;9307;0
9463;9308;0
9463;9309;0
9463;9310;0
9463;9311;0
9463;9312;0
9463;9313;0
9463;9314;0
9463;9315;0
9463;9316;0
9463;9317;0
9463;9318;0
9463;9319;0
9463;9320;0
9463;9321;0
9463;9322;0
9463;9323;0
9463;9324;0
9463;9325;0
9463;9326;0
9463;9327;0
9463;9328;0
9463;9329;0
9463;9330;0
9463;9331;0
9463;9332;0
9463;9333;0
9463;9334;0
9463;9335;0
9463;9336;0
9463;9337;0
9463;9338;0
9463;9339;0
9463;9340;0
9463;9341;0
9463;9342;0
9463;9343;0
9463;9344;0
9463;9345;0
9463;9346;0
9463;9347;0
9463;9348;0
9463;9349;0
9463;9350;0
9463;9351;0
9463;9352;0
9463;9353;0
9463;9354;0
9463;9355;0
9463;9356;0
9463;9357;0
9463;9358;0
9463;9359;0
9463;9360;0
9463;9361;0
9463;9362;0
9463;9363;0
9463;9364;0
9463;9365;0
9463;9366;0
9463;9367;0
9463;9368;0
9463;9369;0
9463;9370;0
9463;9371;0
9463;9372;0
9463;9373;0
9463;9374;0
9463;9375;0
9463;9376;0
9463;9377;0
9463;9378;0
9463;9379;0
9463;9380;0
9463;9381;0
9463;9382;0
9463;9383;0
9463;9384;0
9463;9385;0
9463;9386;0
9463;9387;0
9463;9388;0
9463;9389;0
9463;9390;0
9463;9391;0
9463;9392;0
9463;9393;0
9463;9394;0
9463;9395;0
9463;9396;0
9463;9397;0
9463;9398;0
9463;9399;0
9463;9400;0
9463;9401;0
9463;9402;0
9463;9403;0
9463;9404;0
9463;9405;0
9463;9406;0
9463;9407;0
9463;9408;0
9463;9409;0
9463;9410;0
9463;9411;0
9463;9412;0
9463;9413;0
9463;9414;0
9463;9415;0
9463;9416;0
9463;9417;0
9463;9418;0
9463;9419;0
9463;9420;0
9463;9421;0
9463;9422;0
9463;9423;0
9463;9424;0
9463;9425;0
9463;9426;0
9463;9427;0
9463;9428;0
9463;9429;0
9463;9430;0
9463;9431;0
9463;9432;0
9463;9433;0
9463;9434;0
9463;9435;0
9463;9436;0
9463;9437;0
9463;9439;0
9463;9441;0
9463;9448;0
9463;9449;0
9463;9450;0
9463;9451;0
9463;9452;0
9463;9453;0
9463;9454;0
9463;9455;0
9463;9456;0
9463;9457;0
9463;9458;0
9463;9459;0
9463;9460;0
9463;9461;0
9463;9462;0
9463;9463;0
9463;9464;0
9463;9465;0
9463;9466;0
9463;9467;0
9463;9468;0
9463;9469;0
9463;9470;0
9463;9471;0
9463;9472;0
9463;9473;0
9463;9474;0
9463;9475;0
9463;9476;0
9463;9477;0
9463;9478;0
9463;9479;0
9463;9480;0
9463;9481;0
9463;9482;0
9463;9483;0
9463;9484;0
9463;9485;0
9463;9486;0
9463;9487;0
9463;9488;0
9463;9489;0
9463;9490;0
9463;9491;0
9463;9492;0
9463;9493;0
9463;9494;0
9463;9495;0
9463;9496;0
9463;9497;0
9463;9498;0
9463;9499;0
9463;9500;0
9463;9501;0
9463;9502;0
9463;9503;0
9463;9504;0
9463;9505;0
9463;9506;0
9463;9507;0
9463;9508;0
9463;9509;0
9463;9510;0
9463;9511;0
9463;9512;0
9463;9513;0
9463;9514;0
9463;9515;0
9463;9516;0
9463;9517;0
9463;9518;0
9463;9519;0
9463;9520;0
9463;9521;0
9463;9522;0
9463;9523;0
9463;9524;0
9463;9525;0
9463;9526;0
9463;9527;0
9463;9528;0
9463;9529;0
9463;9530;0
9463;9531;0
9463;9532;0
9463;9533;0
9463;9534;0
9463;9535;0
9463;9536;0
9463;9537;0
9463;9538;0
9463;9539;0
9463;9540;0
9463;9541;0
9463;9542;0
9463;9543;0
9463;9544;0
9463;9545;0
9463;9546;0
9463;9547;0
9463;9548;0
9463;9549;0
9463;9550;0
9463;9551;0
9463;9552;0
9463;9553;0
9463;9554;0
9463;9555;0
9463;9556;0
9463;9557;0
9463;9558;0
9463;9559;0
9463;9560;0
9463;9561;0
9463;9562;0
9463;9563;0
9463;9564;0
9463;9565;0
9463;9566;0
9463;9567;0
9463;9568;0
9463;9569;0
9463;9570;0
9463;9571;0
9463;9572;0
9463;9573;0
9463;9574;0
9463;9575;0
9463;9576;0
9463;9577;0
9463;9578;0
9463;9579;0
9463;9580;0
9463;9581;0
9463;9582;0
9463;9583;0
9463;9584;0
9463;9585;0
9463;9586;0
9463;9587;0
9463;9588;0
9463;9589;0
9463;9590;0
9463;9591;0
9463;9592;0
9463;9593;0
9463;9594;0
9463;9595;0
9463;9596;0
9463;9597;0
9463;9598;0
9463;9599;0
9463;9600;0
9463;9601;0
9463;9602;0
9463;9603;0
9463;9604;0
9463;9605;0
9463;9606;0
9463;9607;0
9463;9608;0
9463;9609;0
9463;9610;0
9463;9611;0
9463;9612;0
9463;9613;0
9463;9614;0
9463;9615;0
9463;9616;0
9463;9617;0
9463;9618;0
9463;9619;0
9463;9620;0
9463;9621;0
9463;9622;0
9463;9623;0
9463;9624;0
9463;9625;0
9463;9626;0
9463;9627;0
9463;9628;0
9463;9629;0
9463;9630;0
9463;9631;0
9463;9632;0
9463;9633;0
9463;9634;0
9463;9635;0
9463;9636;0
9463;9637;0
9463;9638;0
9463;9639;0
9463;9640;0
9463;9641;0
9463;9642;0
9463;9643;0
9463;9644;0
9463;9645;0
9463;9646;0
9463;9647;0
9463;9648;0
9463;9649;0
9463;9650;0
9463;9651;0
9463;9652;0
9463;9653;0
9463;9654;0
9463;9655;0
9463;9656;0
9463;9657;0
9463;9658;0
9463;9659;0
9463;9660;0
9463;9661;0
9463;9662;0
9463;9663;0
9463;9664;0
9463;9665;0
9463;9666;0
9463;9667;0
9463;9668;0
9463;9669;0
9463;9670;0
9463;9671;0
9464;7778;4.32
9464;7800;2.55
9464;7802;1.28
9464;7803;0
9464;7805;0
9464;7806;1.91
9464;7809;0.96
9464;7810;0.25
9464;7812;0.31
9464;7813;2.76
9464;7814;0.46
9464;7815;0.56
9464;7817;0.77
9464;7818;0.25
9464;7819;0.33
9464;7820;1.39
9464;7837;4.43
9464;9065;0
9464;9067;0
9464;9068;0
9464;9071;0
9464;9073;0
9464;9074;0
9464;9075;0
9464;9076;0
9464;9077;0
9464;9078;0
9464;9079;0
9464;9080;0
9464;9081;0
9464;9083;0
9464;9086;0
9464;9090;0
9464;9092;0
9464;9097;0
9464;9098;0
9464;9099;0
9464;9100;0
9464;9103;0
9464;9104;0
9464;9108;0
9464;9109;0
9464;9110;0
9464;9111;0
9464;9115;0
9464;9116;0
9464;9117;0
9464;9118;0
9464;9119;0
9464;9120;0
9464;9121;0
9464;9122;0
9464;9123;0
9464;9124;0
9464;9125;0
9464;9126;0
9464;9127;0
9464;9128;0
9464;9129;0
9464;9130;0
9464;9131;0
9464;9132;0
9464;9133;0
9464;9136;0
9464;9137;0
9464;9139;0
9464;9140;0
9464;9141;0
9464;9147;0
9464;9149;0
9464;9150;0
9464;9151;0
9464;9152;0
9464;9154;0
9464;9155;0
9464;9156;0
9464;9157;0
9464;9159;0
9464;9160;0
9464;9161;0
9464;9162;0
9464;9163;0
9464;9164;0
9464;9165;0
9464;9166;0
9464;9167;0
9464;9168;0
9464;9169;0
9464;9170;0
9464;9171;0
9464;9172;0
9464;9173;0
9464;9174;0
9464;9175;0
9464;9176;0
9464;9177;0
9464;9178;0
9464;9179;0
9464;9180;0
9464;9181;0
9464;9182;0
9464;9183;0
9464;9184;0
9464;9185;0
9464;9186;0
9464;9187;0
9464;9188;0
9464;9189;0
9464;9190;0
9464;9191;0
9464;9192;0
9464;9193;0
9464;9194;0
9464;9195;0
9464;9196;0
9464;9197;0
9464;9198;0
9464;9199;0
9464;9200;0
9464;9202;0
9464;9203;0
9464;9204;0
9464;9205;0
9464;9206;0
9464;9210;0
9464;9211;0
9464;9212;0
9464;9217;0
9464;9224;0
9464;9225;0
9464;9228;0
9464;9229;0
9464;9230;0
9464;9231;0
9464;9232;0
9464;9233;0
9464;9234;0
9464;9236;0
9464;9237;0
9464;9238;0
9464;9239;0
9464;9244;0
9464;9245;0
9464;9246;0
9464;9251;0
9464;9252;0
9464;9255;0
9464;9256;0
9464;9257;0
9464;9258;0
9464;9259;0
9464;9260;0
9464;9261;0
9464;9262;0
9464;9263;0
9464;9264;0
9464;9265;0
9464;9266;0
9464;9267;0
9464;9268;0
9464;9269;0
9464;9270;0
9464;9271;0
9464;9272;0
9464;9273;0
9464;9274;0
9464;9275;0
9464;9276;0
9464;9277;0
9464;9278;0
9464;9279;0
9464;9280;0
9464;9281;0
9464;9282;0
9464;9283;0
9464;9284;0
9464;9285;0
9464;9286;0
9464;9287;0
9464;9288;0
9464;9289;0
9464;9290;0
9464;9291;0
9464;9292;0
9464;9293;0
9464;9294;0
9464;9295;0
9464;9296;0
9464;9297;0
9464;9298;0
9464;9299;0
9464;9300;0
9464;9301;0
9464;9302;0
9464;9303;0
9464;9304;0
9464;9305;0
9464;9306;0
9464;9307;0
9464;9308;0
9464;9309;0
9464;9310;0
9464;9311;0
9464;9312;0
9464;9313;0
9464;9314;0
9464;9315;0
9464;9316;0
9464;9317;0
9464;9318;0
9464;9319;0
9464;9320;0
9464;9321;0
9464;9322;0
9464;9323;0
9464;9324;0
9464;9325;0
9464;9326;0
9464;9327;0
9464;9328;0
9464;9329;0
9464;9330;0
9464;9331;0
9464;9332;0
9464;9333;0
9464;9334;0
9464;9335;0
9464;9336;0
9464;9337;0
9464;9338;0
9464;9339;0
9464;9340;0
9464;9341;0
9464;9342;0
9464;9343;0
9464;9344;0
9464;9345;0
9464;9346;0
9464;9347;0
9464;9348;0
9464;9349;0
9464;9350;0
9464;9351;0
9464;9352;0
9464;9353;0
9464;9354;0
9464;9355;0
9464;9356;0
9464;9357;0
9464;9358;0
9464;9359;0
9464;9360;0
9464;9361;0
9464;9362;0
9464;9363;0
9464;9364;0
9464;9365;0
9464;9366;0
9464;9367;0
9464;9368;0
9464;9369;0
9464;9370;0
9464;9371;0
9464;9372;0
9464;9373;0
9464;9374;0
9464;9375;0
9464;9376;0
9464;9377;0
9464;9378;0
9464;9379;0
9464;9380;0
9464;9381;0
9464;9382;0
9464;9383;0
9464;9384;0
9464;9385;0
9464;9386;0
9464;9387;0
9464;9388;0
9464;9389;0
9464;9390;0
9464;9391;0
9464;9392;0
9464;9393;0
9464;9394;0
9464;9395;0
9464;9396;0
9464;9397;0
9464;9398;0
9464;9399;0
9464;9400;0
9464;9401;0
9464;9402;0
9464;9403;0
9464;9404;0
9464;9405;0
9464;9406;0
9464;9407;0
9464;9408;0
9464;9409;0
9464;9410;0
9464;9411;0
9464;9412;0
9464;9413;0
9464;9414;0
9464;9415;0
9464;9416;0
9464;9417;0
9464;9418;0
9464;9419;0
9464;9420;0
9464;9421;0
9464;9422;0
9464;9423;0
9464;9424;0
9464;9425;0
9464;9426;0
9464;9427;0
9464;9428;0
9464;9429;0
9464;9430;0
9464;9431;0
9464;9432;0
9464;9433;0
9464;9434;0
9464;9435;0
9464;9436;0
9464;9437;0
9464;9439;0
9464;9441;0
9464;9448;0
9464;9449;0
9464;9450;0
9464;9451;0
9464;9452;0
9464;9453;0
9464;9454;0
9464;9455;0
9464;9456;0
9464;9457;0
9464;9458;0
9464;9459;0
9464;9460;0
9464;9461;0
9464;9462;0
9464;9463;0
9464;9464;0
9464;9465;0
9464;9466;0
9464;9467;0
9464;9468;0
9464;9469;0
9464;9470;0
9464;9471;0
9464;9472;0
9464;9473;0
9464;9474;0
9464;9475;0
9464;9476;0
9464;9477;0
9464;9478;0
9464;9479;0
9464;9480;0
9464;9481;0
9464;9482;0
9464;9483;0
9464;9484;0
9464;9485;0
9464;9486;0
9464;9487;0
9464;9488;0
9464;9489;0
9464;9490;0
9464;9491;0
9464;9492;0
9464;9493;0
9464;9494;0
9464;9495;0
9464;9496;0
9464;9497;0
9464;9498;0
9464;9499;0
9464;9500;0
9464;9501;0
9464;9502;0
9464;9503;0
9464;9504;0
9464;9505;0
9464;9506;0
9464;9507;0
9464;9508;0
9464;9509;0
9464;9510;0
9464;9511;0
9464;9512;0
9464;9513;0
9464;9514;0
9464;9515;0
9464;9516;0
9464;9517;0
9464;9518;0
9464;9519;0
9464;9520;0
9464;9521;0
9464;9522;0
9464;9523;0
9464;9524;0
9464;9525;0
9464;9526;0
9464;9527;0
9464;9528;0
9464;9529;0
9464;9530;0
9464;9531;0
9464;9532;0
9464;9533;0
9464;9534;0
9464;9535;0
9464;9536;0
9464;9537;0
9464;9538;0
9464;9539;0
9464;9540;0
9464;9541;0
9464;9542;0
9464;9543;0
9464;9544;0
9464;9545;0
9464;9546;0
9464;9547;0
9464;9548;0
9464;9549;0
9464;9550;0
9464;9551;0
9464;9552;0
9464;9553;0
9464;9554;0
9464;9555;0
9464;9556;0
9464;9557;0
9464;9558;0
9464;9559;0
9464;9560;0
9464;9561;0
9464;9562;0
9464;9563;0
9464;9564;0
9464;9565;0
9464;9566;0
9464;9567;0
9464;9568;0
9464;9569;0
9464;9570;0
9464;9571;0
9464;9572;0
9464;9573;0
9464;9574;0
9464;9575;0
9464;9576;0
9464;9577;0
9464;9578;0
9464;9579;0
9464;9580;0
9464;9581;0
9464;9582;0
9464;9583;0
9464;9584;0
9464;9585;0
9464;9586;0
9464;9587;0
9464;9588;0
9464;9589;0
9464;9590;0
9464;9591;0
9464;9592;0
9464;9593;0
9464;9594;0
9464;9595;0
9464;9596;0
9464;9597;0
9464;9598;0
9464;9599;0
9464;9600;0
9464;9601;0
9464;9602;0
9464;9603;0
9464;9604;0
9464;9605;0
9464;9606;0
9464;9607;0
9464;9608;0
9464;9609;0
9464;9610;0
9464;9611;0
9464;9612;0
9464;9613;0
9464;9614;0
9464;9615;0
9464;9616;0
9464;9617;0
9464;9618;0
9464;9619;0
9464;9620;0
9464;9621;0
9464;9622;0
9464;9623;0
9464;9624;0
9464;9625;0
9464;9626;0
9464;9627;0
9464;9628;0
